2026-03-04 14:57:53,755 INFO [start_server.py:849] {'encoder': 'C:\\Nirmita\\models\\vosk-model-small-streaming-ru\\am-onnx\\encoder.onnx', 'decoder': 'C:\\Nirmita\\models\\vosk-model-small-streaming-ru\\am-onnx\\decoder.onnx', 'joiner': 'C:\\Nirmita\\models\\vosk-model-small-streaming-ru\\am-onnx\\joiner.onnx', 'zipformer2_ctc': None, 'wenet_ctc': None, 'paraformer_encoder': None, 'paraformer_decoder': None, 'tokens': 'C:\\Nirmita\\models\\vosk-model-small-streaming-ru\\lang\\tokens.txt', 'sample_rate': 16000, 'feat_dim': 80, 'provider': 'cpu', 'decoding_method': 'modified_beam_search', 'num_active_paths': 6, 'use_endpoint': 0, 'rule1_min_trailing_silence': 2.4, 'rule2_min_trailing_silence': 1.2, 'rule3_min_utterance_length': 20, 'hotwords_file': 'C:\\Nirmita\\logs\\sherpa_hotwords.resolved.txt', 'hotwords_score': 3.5, 'modeling_unit': 'bpe', 'bpe_vocab': 'C:\\Nirmita\\models\\vosk-model-small-streaming-ru\\lang\\unigram_500.vocab', 'blank_penalty': 0.0, 'port': 6106, 'nn_pool_size': 1, 'max_batch_size': 3, 'max_wait_ms': 10, 'max_message_size': 1048576, 'max_queue_size': 32, 'max_active_connections': 200, 'num_threads': 2, 'certificate': None, 'doc_root': 'C:\\Nirmita\\apps\\stt-sherpa-server'}
2026-03-04 14:57:55,278 INFO [start_server.py:667] No certificate provided
2026-03-04 14:57:55,282 INFO [server.py:341] server listening on [::]:6106
2026-03-04 14:57:55,282 INFO [server.py:341] server listening on 0.0.0.0:6106
2026-03-04 14:57:55,283 INFO [start_server.py:693] Please visit one of the following addresses:

  http://localhost:6106

Since you are not providing a certificate, you cannot use your microphone from within the browser using public IP addresses. Only localhost can be used.You also cannot use 0.0.0.0 or 127.0.0.1
2026-03-04 15:03:27,935 INFO [server.py:529] connection open
2026-03-04 15:03:27,935 INFO [start_server.py:734] Connected: ('127.0.0.1', 6613). Number of connections: 1/200
2026-03-04 15:03:27,938 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:27,941 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:27,941 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:27,941 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:27,978 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:27,979 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:27,980 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:27,980 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,000 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,000 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,000 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,019 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,019 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,019 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,037 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,038 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,038 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,056 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,057 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,057 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,074 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,075 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,075 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,075 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,093 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,094 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,094 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,112 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,113 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,113 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,131 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,131 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,132 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,151 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,152 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,152 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,171 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,171 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,171 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,171 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,190 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,190 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,190 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,208 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,209 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,209 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,228 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,228 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,228 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,246 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,247 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,247 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,268 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,269 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,269 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,269 INFO [start_server.py:750] Accepting 2688 samples from ('127.0.0.1', 6613)
2026-03-04 15:03:28,288 INFO [start_server.py:745] Received Done from ('127.0.0.1', 6613)
2026-03-04 15:03:28,289 INFO [start_server.py:718] Disconnected: ('127.0.0.1', 6613). Number of connections: 0/200
2026-03-04 15:03:37,724 INFO [server.py:529] connection open
2026-03-04 15:03:37,727 INFO [start_server.py:734] Connected: ('127.0.0.1', 6621). Number of connections: 1/200
2026-03-04 15:03:37,730 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6621)
2026-03-04 15:03:37,734 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6621)
2026-03-04 15:03:37,736 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6621)
2026-03-04 15:03:37,738 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 6621)
2026-03-04 15:03:37,776 INFO [start_server.py:750] Accepting 2560 samples from ('127.0.0.1', 6621)
2026-03-04 15:03:37,777 INFO [start_server.py:745] Received Done from ('127.0.0.1', 6621)
2026-03-04 15:03:37,777 INFO [start_server.py:718] Disconnected: ('127.0.0.1', 6621). Number of connections: 0/200
2026-03-04 15:04:04,027 INFO [server.py:529] connection open
2026-03-04 15:04:04,027 INFO [start_server.py:734] Connected: ('127.0.0.1', 11370). Number of connections: 1/200
2026-03-04 15:04:04,028 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 11370)
2026-03-04 15:04:04,034 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 11370)
2026-03-04 15:04:04,035 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 11370)
2026-03-04 15:04:04,035 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 11370)
2026-03-04 15:04:04,064 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 11370)
2026-03-04 15:04:04,065 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 11370)
2026-03-04 15:04:04,065 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 11370)
2026-03-04 15:04:04,065 INFO [start_server.py:750] Accepting 1664 samples from ('127.0.0.1', 11370)
2026-03-04 15:04:04,102 INFO [start_server.py:745] Received Done from ('127.0.0.1', 11370)
2026-03-04 15:04:04,103 INFO [start_server.py:718] Disconnected: ('127.0.0.1', 11370). Number of connections: 0/200
2026-03-04 15:04:04,535 INFO [server.py:529] connection open
2026-03-04 15:04:04,536 INFO [start_server.py:734] Connected: ('127.0.0.1', 11372). Number of connections: 1/200
2026-03-04 15:04:04,536 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 11372)
2026-03-04 15:04:04,541 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 11372)
2026-03-04 15:04:04,541 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 11372)
2026-03-04 15:04:04,542 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 11372)
2026-03-04 15:04:04,571 INFO [start_server.py:750] Accepting 2048 samples from ('127.0.0.1', 11372)
2026-03-04 15:04:04,571 INFO [start_server.py:745] Received Done from ('127.0.0.1', 11372)
2026-03-04 15:04:04,572 INFO [start_server.py:718] Disconnected: ('127.0.0.1', 11372). Number of connections: 0/200
2026-03-04 15:04:11,317 INFO [server.py:529] connection open
2026-03-04 15:04:11,317 INFO [start_server.py:734] Connected: ('127.0.0.1', 11393). Number of connections: 1/200
2026-03-04 15:04:11,319 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 11393)
2026-03-04 15:04:11,325 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 11393)
2026-03-04 15:04:11,325 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 11393)
2026-03-04 15:04:11,325 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 11393)
2026-03-04 15:04:11,351 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 11393)
2026-03-04 15:04:11,351 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 11393)
2026-03-04 15:04:11,351 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 11393)
2026-03-04 15:04:11,351 INFO [start_server.py:750] Accepting 3200 samples from ('127.0.0.1', 11393)
