case_id,ok,error,ttfb_ms,max_gap_ms,total_ms,audio_s,rtf,bytes_total,sample_rate,emit_every_frames,decode_window_frames,first_chunk_emit_every,first_chunk_decode_window,first_chunk_frames,max_new_tokens,max_frames,overlap_samples,use_optimized_decode,do_sample,temperature,top_p,top_k
current_profile,False,"HTTPConnectionPool(host='127.0.0.1', port=6116): Max retries exceeded with url: /v1/tts/stream (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001AF70BDCA00>: Failed to establish a new connection: [WinError 10061] Подключение не установлено, т.к. конечный компьютер отверг запрос на подключение'))",-1.0,-1.0,-1.0,-1.0,-1.0,0,0,4,32,1,16,16,112,56,0,True,False,0.8,0.9,50
