case_id,ok,error,ttfb_ms,max_gap_ms,total_ms,audio_s,rtf,bytes_total,sample_rate,emit_every_frames,decode_window_frames,first_chunk_emit_every,first_chunk_decode_window,first_chunk_frames,max_new_tokens,max_frames,overlap_samples,use_optimized_decode,do_sample,temperature,top_p,top_k
current_profile,True,,718.3208499991451,409.5514499931596,5793.442650006909,4.477125,1.2940095820435904,214902,24000,4,32,1,16,16,112,56,0,True,False,0.8,0.9,50
